행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,위험도_점수,위험도,위험도7,예측_위험도
11290780,장위3동,CS200016,당구장,0.17440370766096258,2,6단계,2
11290780,장위3동,CS200025,자동차수리,-0.4977391251103996,0,1단계,0
11290780,장위3동,CS200028,미용실,-0.45114693870758216,0,1단계,0
11290780,장위3동,CS200031,세탁소,-0.1162768528627024,1,4단계,1
11290780,장위3동,CS300001,슈퍼마켓,-0.3264706094183696,0,2단계,0
11290780,장위3동,CS300002,편의점,3.2677788351476824,2,7단계,2
11290780,장위3동,CS300006,미곡판매,-0.24192128269081753,0,3단계,0
11290780,장위3동,CS300007,육류판매,-0.5175235691959539,0,1단계,0
11290780,장위3동,CS300010,반찬가게,-0.3975063854433198,0,1단계,0
11290780,장위3동,CS300011,일반의류,-0.45915613032923663,0,1단계,0
11290780,장위3동,CS300018,의약품,-0.2575306394299244,0,3단계,0
11290780,장위3동,CS300021,문구,-0.03894118756502685,1,5단계,1
11290780,장위3동,CS300022,화장품,-0.24729334720680118,0,3단계,0
11290810,석관동,CS100001,한식음식점,0.08942737499449387,2,5단계,2
11290810,석관동,CS100002,중식음식점,-0.33288169124698797,0,2단계,0
11290810,석관동,CS100003,일식음식점,-0.25669880292447467,0,3단계,0
11290810,석관동,CS100004,양식음식점,0.39051002893135434,2,6단계,2
11290810,석관동,CS100005,제과점,0.2994303600399071,2,6단계,2
11290810,석관동,CS100006,패스트푸드점,-0.19528881569854661,1,3단계,1
11290810,석관동,CS100007,치킨전문점,0.1260847103774438,2,5단계,2
11290810,석관동,CS100008,분식전문점,-0.015291648772030483,1,5단계,1
11290810,석관동,CS100009,호프-간이주점,-0.19575901323080747,1,3단계,1
11290810,석관동,CS100010,커피-음료,0.2355622965950755,2,6단계,2
11290810,석관동,CS200001,일반교습학원,0.3466196253322426,2,6단계,2
11290810,석관동,CS200003,예술학원,0.7193656594744865,2,7단계,2
11290810,석관동,CS200005,스포츠 강습,1.5020364548589322,2,7단계,2
11290810,석관동,CS200006,일반의원,-0.27359760432718977,0,2단계,0
11290810,석관동,CS200007,치과의원,0.265739394291358,2,6단계,2
11290810,석관동,CS200008,한의원,-0.3589862013526677,0,2단계,0
11290810,석관동,CS200016,당구장,-0.4831437658462841,0,1단계,0
11290810,석관동,CS200019,PC방,-0.27506154855388554,0,2단계,0
11290810,석관동,CS200024,스포츠클럽,-0.14961341116216825,1,4단계,1
11290810,석관동,CS200025,자동차수리,-0.36763695425580495,0,2단계,0
11290810,석관동,CS200026,자동차미용,1.5884847964013336,2,7단계,2
11290810,석관동,CS200028,미용실,-0.37687308773683265,0,2단계,0
11290810,석관동,CS200030,피부관리실,0.07072605011071766,2,5단계,2
11290810,석관동,CS200031,세탁소,-0.2512272577471061,0,3단계,0
11290810,석관동,CS200034,여관,-0.5196648478873176,0,1단계,0
11290810,석관동,CS200037,노래방,0.02031359683178307,1,5단계,1
11290810,석관동,CS300001,슈퍼마켓,-0.09781760461515128,1,4단계,1
11290810,석관동,CS300002,편의점,0.3457228628202843,2,6단계,2
11290810,석관동,CS300004,핸드폰,-0.18315900508417077,1,4단계,1
11290810,석관동,CS300007,육류판매,0.2678042447685264,2,6단계,2
11290810,석관동,CS300008,수산물판매,-0.5829260780888619,0,1단계,0
11290810,석관동,CS300009,청과상,0.4272600686668816,2,7단계,2
11290810,석관동,CS300010,반찬가게,0.5042727939302726,2,7단계,2
11290810,석관동,CS300011,일반의류,-0.29496933099305356,0,2단계,0
11290810,석관동,CS300014,신발,-0.633183486676812,0,1단계,0
11290810,석관동,CS300016,안경,-0.27262104414314403,0,2단계,0
11290810,석관동,CS300017,시계및귀금속,1.947117149062567,2,7단계,2
11290810,석관동,CS300018,의약품,-0.266482705804704,0,3단계,0
11290810,석관동,CS300019,의료기기,-0.23001776779363975,1,3단계,1
11290810,석관동,CS300021,문구,-0.14678152695091906,1,4단계,1
11290810,석관동,CS300022,화장품,0.19999119180941244,2,6단계,2
11290810,석관동,CS300025,자전거 및 기타운송장비,-0.07678470248481811,1,4단계,1
11290810,석관동,CS300027,섬유제품,-0.5224922848422944,0,1단계,0
11290810,석관동,CS300028,화초,0.10570721410518957,2,5단계,2
11290810,석관동,CS300029,애완동물,0.511380032228726,2,7단계,2
11290810,석관동,CS300031,가구,-0.5483288294538646,0,1단계,0
11290810,석관동,CS300032,가전제품,-0.37020985082432734,0,2단계,0
11290810,석관동,CS300033,철물점,-0.4998195762051377,0,1단계,0
11290810,석관동,CS300035,인테리어,-0.5338106488827374,0,1단계,0
11290810,석관동,CS300036,조명용품,-0.2606997773431335,0,3단계,0
11305534,삼양동,CS100001,한식음식점,0.07852359632637068,2,5단계,1
11305534,삼양동,CS100002,중식음식점,-0.5883667990446564,0,1단계,0
11305534,삼양동,CS100005,제과점,-0.32103088783337097,0,2단계,0
11305534,삼양동,CS100006,패스트푸드점,0.15043097429024538,2,6단계,2
11305534,삼양동,CS100007,치킨전문점,0.7869304292080732,2,7단계,2
11305534,삼양동,CS100008,분식전문점,1.927023220706001,2,7단계,2
11305534,삼양동,CS100009,호프-간이주점,0.74096625332851,2,7단계,2
11305534,삼양동,CS100010,커피-음료,-0.15148650564973348,1,4단계,1
11305534,삼양동,CS200001,일반교습학원,0.40217875887035454,2,6단계,2
11305534,삼양동,CS200003,예술학원,0.19424289915625886,2,6단계,2
11305534,삼양동,CS200005,스포츠 강습,-0.13539500070505822,1,4단계,1
11305534,삼양동,CS200006,일반의원,-0.2409070714553898,1,3단계,1
11305534,삼양동,CS200007,치과의원,-0.33519941252605456,0,2단계,0
11305534,삼양동,CS200008,한의원,-0.36295610119891963,0,2단계,0
11305534,삼양동,CS200016,당구장,-0.6944308496324428,0,1단계,0
11305534,삼양동,CS200017,골프연습장,-0.5777513286721729,0,1단계,0
11305534,삼양동,CS200019,PC방,-0.295935550011826,0,2단계,0
11305534,삼양동,CS200025,자동차수리,-0.08509635684977171,1,4단계,1
11305534,삼양동,CS200028,미용실,-0.3429598768108195,0,2단계,0
11305534,삼양동,CS200030,피부관리실,-0.3435979760992123,0,2단계,0
11305534,삼양동,CS200031,세탁소,0.37608304162619577,2,6단계,2
11305534,삼양동,CS200034,여관,-0.35313161024280215,0,2단계,0
11305534,삼양동,CS200037,노래방,-0.6994242226902593,0,1단계,0
11305534,삼양동,CS300001,슈퍼마켓,0.18101087871760135,2,6단계,2
11305534,삼양동,CS300002,편의점,2.7051884938187647,2,7단계,2
11305534,삼양동,CS300004,핸드폰,0.8801992736619841,2,7단계,2
11305534,삼양동,CS300007,육류판매,-0.46756239921510834,0,1단계,0
11305534,삼양동,CS300009,청과상,-0.4715736275430543,0,1단계,0
11305534,삼양동,CS300010,반찬가게,-0.22604992949458047,1,3단계,1
11305534,삼양동,CS300011,일반의류,-0.3253665486964952,0,2단계,0
11305534,삼양동,CS300016,안경,-0.48926064490368804,0,1단계,0
11305534,삼양동,CS300018,의약품,-0.2917961738593612,0,2단계,0
11305534,삼양동,CS300021,문구,-0.2842417902656211,0,2단계,0
11305534,삼양동,CS300022,화장품,-0.5160258599065037,0,1단계,0
11305534,삼양동,CS300027,섬유제품,1.9300950920570168,2,7단계,2
11305534,삼양동,CS300028,화초,-0.5792695460344557,0,1단계,0
11305534,삼양동,CS300036,조명용품,0.7002996893960218,2,7단계,2
11305535,미아동,CS100001,한식음식점,0.09910109055285757,2,5단계,2
11305535,미아동,CS100002,중식음식점,-0.2527470527775926,0,3단계,0
11305535,미아동,CS100003,일식음식점,-0.1637436497903037,1,4단계,1
11305535,미아동,CS100004,양식음식점,-0.04875454947445919,1,5단계,1
11305535,미아동,CS100005,제과점,0.9319640251313628,2,7단계,2
11305535,미아동,CS100006,패스트푸드점,0.5215112684402546,2,7단계,2
11305535,미아동,CS100007,치킨전문점,0.1461821942589696,2,6단계,2
11305535,미아동,CS100008,분식전문점,-0.006567229703477129,1,5단계,1
11305535,미아동,CS100009,호프-간이주점,0.01486148037979516,1,5단계,1
11305535,미아동,CS100010,커피-음료,0.0912828977663279,2,5단계,2
11305535,미아동,CS200001,일반교습학원,-0.16882673316421823,1,4단계,1
11305535,미아동,CS200003,예술학원,-0.05634179372714672,1,5단계,1
11305535,미아동,CS200005,스포츠 강습,-0.0724854847522653,1,4단계,1
11305535,미아동,CS200006,일반의원,-0.24342548594917734,0,3단계,1
11305535,미아동,CS200007,치과의원,0.23952542004235683,2,6단계,2
11305535,미아동,CS200008,한의원,-0.31530689332400225,0,2단계,0
11305535,미아동,CS200016,당구장,1.0046552836890648,2,7단계,2
11305535,미아동,CS200019,PC방,-0.3011710642959671,0,2단계,0
11305535,미아동,CS200024,스포츠클럽,-0.14049034190362347,1,4단계,1
11305535,미아동,CS200025,자동차수리,0.9499975394100283,2,7단계,2
11305535,미아동,CS200026,자동차미용,-0.432862956832705,0,1단계,0
11305535,미아동,CS200028,미용실,-0.145744005763552,1,4단계,1
11305535,미아동,CS200029,네일숍,0.6674781214395976,2,7단계,2
11305535,미아동,CS200030,피부관리실,-0.19444036613753704,1,3단계,1
11305535,미아동,CS200031,세탁소,-0.16581790406766625,1,4단계,1
11305535,미아동,CS200034,여관,0.031450810374792776,1,5단계,1
11305535,미아동,CS200037,노래방,-0.429694855628221,0,1단계,0
11305535,미아동,CS300001,슈퍼마켓,-0.22861645955442214,1,3단계,1
11305535,미아동,CS300002,편의점,0.659874390583942,2,7단계,2
11305535,미아동,CS300003,컴퓨터및주변장치판매,-0.22803384864411014,1,3단계,1
11305535,미아동,CS300007,육류판매,-0.5066795575758551,0,1단계,0
11305535,미아동,CS300009,청과상,0.06385085284091403,1,5단계,2
11305535,미아동,CS300010,반찬가게,-0.053043542615681345,1,5단계,1
11305535,미아동,CS300011,일반의류,0.09380478638296855,2,5단계,2
11305535,미아동,CS300016,안경,-0.22838331411149668,1,3단계,0
11305535,미아동,CS300017,시계및귀금속,-0.2469876892648327,0,3단계,0
11305535,미아동,CS300018,의약품,0.11540862275056774,2,5단계,2
11305535,미아동,CS300019,의료기기,-0.22803384864411014,1,3단계,1
11305535,미아동,CS300020,서적,0.013960028124108417,1,5단계,1
11305535,미아동,CS300021,문구,-0.21514336724430214,1,3단계,1
11305535,미아동,CS300022,화장품,-0.23972273958758755,1,3단계,1
11305535,미아동,CS300027,섬유제품,-0.6910817643699806,0,1단계,0
11305535,미아동,CS300028,화초,-0.2604118269660997,0,3단계,0
11305535,미아동,CS300031,가구,-0.6915364423471505,0,1단계,0
11305535,미아동,CS300033,철물점,-0.1560645993623736,1,4단계,1
11305535,미아동,CS300036,조명용품,-0.22537769763461926,1,3단계,1
11305535,미아동,CS300043,전자상거래업,0.26655960003416584,2,6단계,2
11305545,송중동,CS100001,한식음식점,0.3340432161287106,2,6단계,2
11305545,송중동,CS100002,중식음식점,0.44673019746618753,2,7단계,2
11305545,송중동,CS100003,일식음식점,-0.27515807112482815,0,2단계,0
11305545,송중동,CS100004,양식음식점,-0.3267501195298623,0,2단계,0
11305545,송중동,CS100005,제과점,0.05853813388732633,1,5단계,2
11305545,송중동,CS100006,패스트푸드점,0.3111868284654766,2,6단계,2
11305545,송중동,CS100007,치킨전문점,0.312342707782111,2,6단계,2
11305545,송중동,CS100008,분식전문점,0.2826809399740595,2,6단계,2
11305545,송중동,CS100009,호프-간이주점,0.08719018538466011,2,5단계,2
11305545,송중동,CS100010,커피-음료,0.3787846667209852,2,6단계,2
11305545,송중동,CS200001,일반교습학원,0.06768851692850444,1,5단계,2
11305545,송중동,CS200002,외국어학원,-0.2379534443917583,1,3단계,1
11305545,송중동,CS200003,예술학원,-0.050815887301462456,1,5단계,1
11305545,송중동,CS200005,스포츠 강습,0.015134171725875334,1,5단계,1
11305545,송중동,CS200006,일반의원,-0.214407898162733,1,3단계,1
11305545,송중동,CS200007,치과의원,-0.18684611209388968,1,4단계,1
11305545,송중동,CS200008,한의원,-0.5048285566271044,0,1단계,0
11305545,송중동,CS200016,당구장,-0.19228006550658,1,3단계,0
11305545,송중동,CS200019,PC방,-0.3140197605360463,0,2단계,0
11305545,송중동,CS200024,스포츠클럽,0.6702886285341787,2,7단계,2
11305545,송중동,CS200025,자동차수리,0.14528193136039405,2,6단계,2
11305545,송중동,CS200026,자동차미용,1.1146236833108494,2,7단계,2
11305545,송중동,CS200028,미용실,-0.05439833761311457,1,5단계,1
11305545,송중동,CS200029,네일숍,-0.3526898961500783,0,2단계,0
11305545,송중동,CS200030,피부관리실,-0.05400853870497465,1,5단계,2
11305545,송중동,CS200031,세탁소,-0.4094212154025024,0,1단계,0
11305545,송중동,CS200034,여관,-0.46234975086843744,0,1단계,0
11305545,송중동,CS200037,노래방,-0.420064646735209,0,1단계,0
11305545,송중동,CS300001,슈퍼마켓,-0.08455146783923308,1,4단계,1
11305545,송중동,CS300002,편의점,0.34121415992503673,2,6단계,2
11305545,송중동,CS300003,컴퓨터및주변장치판매,-0.5760675186934673,0,1단계,0
11305545,송중동,CS300004,핸드폰,-0.31395747271747937,0,2단계,0
11305545,송중동,CS300006,미곡판매,-0.1621443837149932,1,4단계,1
11305545,송중동,CS300007,육류판매,0.22136738586194366,2,6단계,2
11305545,송중동,CS300008,수산물판매,-0.3416133074468613,0,2단계,0
11305545,송중동,CS300009,청과상,-0.3549092189600467,0,2단계,0
11305545,송중동,CS300010,반찬가게,0.26569899998072205,2,6단계,2
11305545,송중동,CS300011,일반의류,0.1666412361224931,2,6단계,2
11305545,송중동,CS300014,신발,0.30264770585616874,2,6단계,2
11305545,송중동,CS300016,안경,-0.31778780145818886,0,2단계,0
11305545,송중동,CS300017,시계및귀금속,-0.21373574536463216,1,3단계,1
11305545,송중동,CS300018,의약품,-0.21207412420624572,1,3단계,1
11305545,송중동,CS300020,서적,0.6439810100831391,2,7단계,2
11305545,송중동,CS300021,문구,0.0713742982058204,2,5단계,1
11305545,송중동,CS300022,화장품,-0.39754677333813687,0,1단계,0
11305545,송중동,CS300027,섬유제품,-0.335133241542101,0,2단계,0
11305545,송중동,CS300028,화초,-0.2986839783369519,0,2단계,0
11305545,송중동,CS300029,애완동물,-0.2201475577509979,1,3단계,0
11305545,송중동,CS300031,가구,-0.4474135761328075,0,1단계,0
11305545,송중동,CS300032,가전제품,-0.5824901590820244,0,1단계,0
11305545,송중동,CS300033,철물점,-0.5778828708006722,0,1단계,0
11305545,송중동,CS300035,인테리어,-0.6913936896353894,0,1단계,0
11305545,송중동,CS300036,조명용품,-0.2290832781759412,1,3단계,1
11305555,송천동,CS100001,한식음식점,0.46198689190368897,2,7단계,2
11305555,송천동,CS100002,중식음식점,-0.4408246147401709,0,1단계,0
11305555,송천동,CS100005,제과점,-0.3625371638065446,0,2단계,0
11305555,송천동,CS100006,패스트푸드점,-0.26165610972548997,0,3단계,1
11305555,송천동,CS100007,치킨전문점,0.3413003803557348,2,6단계,2
11305555,송천동,CS100008,분식전문점,0.12087769953056902,2,5단계,2
11305555,송천동,CS100009,호프-간이주점,0.24880368492082,2,6단계,2
11305555,송천동,CS100010,커피-음료,0.44528008314902856,2,7단계,2
11305555,송천동,CS200001,일반교습학원,0.682346085233042,2,7단계,2
11305555,송천동,CS200003,예술학원,0.06952404317085403,2,5단계,1
11305555,송천동,CS200005,스포츠 강습,-0.057913594732038734,1,5단계,1
11305555,송천동,CS200006,일반의원,-0.22987309078243723,1,3단계,1
11305555,송천동,CS200007,치과의원,0.2612962051072692,2,6단계,2
11305555,송천동,CS200008,한의원,-0.09090859713565022,1,4단계,1
11305555,송천동,CS200016,당구장,-0.5920893764507528,0,1단계,0
11305555,송천동,CS200024,스포츠클럽,-0.2842990643122272,0,2단계,0
11305555,송천동,CS200025,자동차수리,-0.23176048197141005,1,3단계,1
11305555,송천동,CS200028,미용실,-0.25302937832814665,0,3단계,1
11305555,송천동,CS200030,피부관리실,-0.052410941066777766,1,5단계,1
11305555,송천동,CS200031,세탁소,0.4677462391977917,2,7단계,2
11305555,송천동,CS200032,가전제품수리,-0.07476182033609304,1,4단계,1
11305555,송천동,CS200034,여관,-0.35006485006001825,0,2단계,0
11305555,송천동,CS200037,노래방,-0.651998545631108,0,1단계,0
11305555,송천동,CS300001,슈퍼마켓,-0.10995813911941074,1,4단계,1
11305555,송천동,CS300002,편의점,0.09322862344277061,2,5단계,2
11305555,송천동,CS300003,컴퓨터및주변장치판매,-0.35483748156085637,0,2단계,0
11305555,송천동,CS300006,미곡판매,0.7539724943752624,2,7단계,2
11305555,송천동,CS300007,육류판매,-0.4087730312274945,0,1단계,0
11305555,송천동,CS300008,수산물판매,-0.7292782559090928,0,1단계,0
11305555,송천동,CS300009,청과상,0.11353517970483548,2,5단계,2
11305555,송천동,CS300010,반찬가게,0.5184992042265582,2,7단계,2
11305555,송천동,CS300011,일반의류,-0.2623014329657065,0,3단계,1
11305555,송천동,CS300014,신발,-0.45934240877589494,0,1단계,0
11305555,송천동,CS300016,안경,-0.3816691057971065,0,2단계,0
11305555,송천동,CS300017,시계및귀금속,-0.22978822524710604,1,3단계,1
11305555,송천동,CS300018,의약품,0.05880445535096537,1,5단계,2
11305555,송천동,CS300019,의료기기,0.2737018117502156,2,6단계,2
11305555,송천동,CS300021,문구,-0.2941595105269874,0,2단계,0
11305555,송천동,CS300022,화장품,-0.2446533864617611,0,3단계,0
11305555,송천동,CS300027,섬유제품,-0.17234758360310423,1,4단계,1
11305555,송천동,CS300028,화초,0.31106150535779603,2,6단계,2
11305555,송천동,CS300031,가구,-0.24192128269081753,0,3단계,0
11305555,송천동,CS300033,철물점,-0.23987226145370472,1,3단계,1
11305555,송천동,CS300035,인테리어,-0.05041204743329375,1,5단계,2
11305555,송천동,CS300036,조명용품,-0.280795619922395,0,2단계,0
11305575,삼각산동,CS100001,한식음식점,-0.07867295455976331,1,4단계,1
11305575,삼각산동,CS100002,중식음식점,-0.5078841005072422,0,1단계,0
11305575,삼각산동,CS100005,제과점,-0.26734233628965803,0,3단계,0
11305575,삼각산동,CS100006,패스트푸드점,2.1486056294882534,2,7단계,2
11305575,삼각산동,CS100007,치킨전문점,0.9245627678625181,2,7단계,2
11305575,삼각산동,CS100008,분식전문점,0.0009545353127265524,1,5단계,1
11305575,삼각산동,CS100009,호프-간이주점,-0.4717410106419637,0,1단계,0
11305575,삼각산동,CS100010,커피-음료,-0.01686823802948638,1,5단계,1
11305575,삼각산동,CS200001,일반교습학원,0.5423443634725558,2,7단계,2
11305575,삼각산동,CS200003,예술학원,0.16608238009741316,2,6단계,2
11305575,삼각산동,CS200005,스포츠 강습,0.7325222831137062,2,7단계,2
11305575,삼각산동,CS200006,일반의원,-0.25869629314962933,0,3단계,1
11305575,삼각산동,CS200007,치과의원,-0.17588601668028542,1,4단계,1
11305575,삼각산동,CS200008,한의원,-0.41323471233587045,0,1단계,0
11305575,삼각산동,CS200016,당구장,-0.5784870237783888,0,1단계,0
11305575,삼각산동,CS200019,PC방,-0.2668101484425601,0,3단계,0
11305575,삼각산동,CS200024,스포츠클럽,-0.005951552903007725,1,5단계,1
11305575,삼각산동,CS200028,미용실,-0.39108159192431086,0,1단계,0
11305575,삼각산동,CS200030,피부관리실,-0.23398560609269903,1,3단계,1
11305575,삼각산동,CS200031,세탁소,0.33400717684551695,2,6단계,2
11305575,삼각산동,CS200037,노래방,-0.45247830125954114,0,1단계,0
11305575,삼각산동,CS300001,슈퍼마켓,-0.21305755121803893,1,3단계,1
11305575,삼각산동,CS300002,편의점,1.0864425131910136,2,7단계,2
11305575,삼각산동,CS300004,핸드폰,-0.23001776779363975,1,3단계,1
11305575,삼각산동,CS300007,육류판매,-0.46068550244886186,0,1단계,0
11305575,삼각산동,CS300008,수산물판매,-0.4705809356950106,0,1단계,0
11305575,삼각산동,CS300009,청과상,-0.540282420228551,0,1단계,0
11305575,삼각산동,CS300010,반찬가게,-0.4045601442931781,0,1단계,0
11305575,삼각산동,CS300011,일반의류,-0.21280477158247119,1,3단계,1
11305575,삼각산동,CS300017,시계및귀금속,-0.2794115566536568,0,2단계,0
11305575,삼각산동,CS300018,의약품,-0.20789460933523807,1,3단계,1
11305575,삼각산동,CS300022,화장품,1.4475998516237845,2,7단계,2
11305595,번1동,CS100001,한식음식점,0.21859149645476705,2,6단계,2
11305595,번1동,CS100002,중식음식점,0.16994085658279331,2,6단계,2
11305595,번1동,CS100003,일식음식점,0.3057678175741967,2,6단계,2
11305595,번1동,CS100004,양식음식점,0.6472116841561227,2,7단계,2
11305595,번1동,CS100005,제과점,0.6792848748528492,2,7단계,2
11305595,번1동,CS100006,패스트푸드점,0.9063436954002934,2,7단계,2
11305595,번1동,CS100007,치킨전문점,0.5349756611722811,2,7단계,2
11305595,번1동,CS100008,분식전문점,-0.0012426824448363571,1,5단계,1
11305595,번1동,CS100009,호프-간이주점,0.034351335924251436,1,5단계,2
11305595,번1동,CS100010,커피-음료,0.2703046761494895,2,6단계,2
11305595,번1동,CS200001,일반교습학원,0.5920234755115086,2,7단계,2
11305595,번1동,CS200002,외국어학원,0.1361825906849486,2,6단계,2
11305595,번1동,CS200003,예술학원,-0.24470637052042923,0,3단계,0
11305595,번1동,CS200005,스포츠 강습,1.0309308355788214,2,7단계,2
11305595,번1동,CS200006,일반의원,-0.17355666102123882,1,4단계,1
11305595,번1동,CS200007,치과의원,0.2970815195329854,2,6단계,2
11305595,번1동,CS200008,한의원,-0.19710666349388598,1,3단계,1
11305595,번1동,CS200016,당구장,-0.47855023646475925,0,1단계,0
11305595,번1동,CS200017,골프연습장,-0.521904673616503,0,1단계,0
11305595,번1동,CS200024,스포츠클럽,0.05607939108515931,1,5단계,1
11305595,번1동,CS200025,자동차수리,-0.25075659777329506,0,3단계,0
11305595,번1동,CS200026,자동차미용,-0.2831731649602363,0,2단계,0
11305595,번1동,CS200028,미용실,-0.20444186785788257,1,3단계,1
11305595,번1동,CS200029,네일숍,0.02887066434003973,1,5단계,2
11305595,번1동,CS200030,피부관리실,0.043956068517704,1,5단계,2
11305595,번1동,CS200031,세탁소,-0.31381941172307387,0,2단계,0
11305595,번1동,CS200034,여관,-0.20008856168920358,1,3단계,1
11305595,번1동,CS200037,노래방,-0.6553117303675714,0,1단계,0
11305595,번1동,CS300001,슈퍼마켓,0.19979692945808575,2,6단계,2
11305595,번1동,CS300002,편의점,0.02405163796536211,1,5단계,2
11305595,번1동,CS300004,핸드폰,-0.1929677599116334,1,3단계,1
11305595,번1동,CS300007,육류판매,-0.27817906198684156,0,2단계,0
11305595,번1동,CS300008,수산물판매,0.8184792983259244,2,7단계,2
11305595,번1동,CS300009,청과상,-0.10425410678229485,1,4단계,1
11305595,번1동,CS300010,반찬가게,-0.09358182458127352,1,4단계,1
11305595,번1동,CS300011,일반의류,-0.309981075470612,0,2단계,1
11305595,번1동,CS300014,신발,-0.3596617394693059,0,2단계,0
11305595,번1동,CS300016,안경,-0.3446525756716398,0,2단계,0
11305595,번1동,CS300017,시계및귀금속,-0.4174698163770105,0,1단계,0
11305595,번1동,CS300018,의약품,-0.016801855860288425,1,5단계,1
11305595,번1동,CS300019,의료기기,-0.3042737173416733,0,2단계,0
11305595,번1동,CS300021,문구,-0.18784532691522568,1,4단계,1
11305595,번1동,CS300022,화장품,-0.05546306695018325,1,5단계,1
11305595,번1동,CS300026,완구,0.06467059305353887,1,5단계,1
11305595,번1동,CS300028,화초,0.8953317233112735,2,7단계,2
11305595,번1동,CS300029,애완동물,-0.5093039344144289,0,1단계,0
11305595,번1동,CS300031,가구,0.1863072225581403,2,6단계,2
11305595,번1동,CS300033,철물점,-0.5019525397023519,0,1단계,0
11305595,번1동,CS300035,인테리어,-0.3807057653361927,0,2단계,0
11305595,번1동,CS300036,조명용품,-0.3028622771981169,0,2단계,0
11305603,번2동,CS100001,한식음식점,0.03326865507698228,1,5단계,2
11305603,번2동,CS100008,분식전문점,-0.2918859323637293,0,2단계,0
11305603,번2동,CS100009,호프-간이주점,-0.3614725956652482,0,2단계,0
11305603,번2동,CS100010,커피-음료,0.5260533518411356,2,7단계,2
11305603,번2동,CS200006,일반의원,-0.24728351820365752,0,3단계,0
11305603,번2동,CS200025,자동차수리,-0.29819081578142426,0,2단계,0
11305603,번2동,CS200026,자동차미용,-0.37960916460835936,0,2단계,0
11305603,번2동,CS200028,미용실,-0.4514394375672495,0,1단계,0
11305603,번2동,CS200030,피부관리실,-0.24390520184034714,0,3단계,0
11305603,번2동,CS200032,가전제품수리,-0.19992051304750616,1,3단계,1
11305603,번2동,CS300001,슈퍼마켓,-0.3331883329516629,0,2단계,0
11305603,번2동,CS300002,편의점,0.5612469391705734,2,7단계,2
11305603,번2동,CS300003,컴퓨터및주변장치판매,-0.24390520184034714,0,3단계,0
11305603,번2동,CS300006,미곡판매,1.525832323768988,2,7단계,2
11305603,번2동,CS300007,육류판매,-0.5029078816812578,0,1단계,0
11305603,번2동,CS300018,의약품,-0.28620742775465724,0,2단계,0
11305603,번2동,CS300020,서적,-0.15775664967091638,1,4단계,1
11305603,번2동,CS300022,화장품,0.1763876268104922,2,6단계,2
11305603,번2동,CS300024,운동/경기용품,-0.6404924268396812,0,1단계,0
11305603,번2동,CS300035,인테리어,-0.2637287336207894,0,3단계,0
11305608,번3동,CS100001,한식음식점,-0.3955094445674092,0,1단계,0
11305608,번3동,CS100002,중식음식점,-0.4324719370072549,0,1단계,0
11305608,번3동,CS100005,제과점,-0.26078203999793476,0,3단계,1
11305608,번3동,CS100007,치킨전문점,1.4873815979014475,2,7단계,2
11305608,번3동,CS100008,분식전문점,-0.3309052677607799,0,2단계,0
11305608,번3동,CS100009,호프-간이주점,-0.5454900551152936,0,1단계,0
11305608,번3동,CS100010,커피-음료,-0.2749532879025654,0,2단계,0
11305608,번3동,CS200001,일반교습학원,0.16042812999600412,2,6단계,2
11305608,번3동,CS200003,예술학원,0.23837600668198616,2,6단계,2
11305608,번3동,CS200005,스포츠 강습,0.9805934585594027,2,7단계,2
11305608,번3동,CS200006,일반의원,-0.33123435727115536,0,2단계,0
11305608,번3동,CS200007,치과의원,-0.16764931840223554,1,4단계,1
11305608,번3동,CS200008,한의원,-0.6352902557837766,0,1단계,0
11305608,번3동,CS200016,당구장,0.7404149400855653,2,7단계,2
11305608,번3동,CS200024,스포츠클럽,-0.0029738338017004443,1,5단계,1
11305608,번3동,CS200025,자동차수리,1.8400433157245342,2,7단계,2
11305608,번3동,CS200028,미용실,-0.21228553225632993,1,3단계,1
11305608,번3동,CS200029,네일숍,-0.35808511977581853,0,2단계,0
11305608,번3동,CS200031,세탁소,0.6883549601151295,2,7단계,2
11305608,번3동,CS200037,노래방,-0.44963331169080895,0,1단계,0
11305608,번3동,CS300001,슈퍼마켓,-0.3164862609950251,0,2단계,0
11305608,번3동,CS300004,핸드폰,-0.48060933421199103,0,1단계,0
11305608,번3동,CS300007,육류판매,2.2382215360596276,2,7단계,2
11305608,번3동,CS300009,청과상,-0.46631817017634625,0,1단계,0
11305608,번3동,CS300011,일반의류,-0.3587579168150809,0,2단계,0
11305608,번3동,CS300018,의약품,-0.2891908446714642,0,2단계,0
11305608,번3동,CS300019,의료기기,-0.3245159766265058,0,2단계,0
11305608,번3동,CS300020,서적,-0.24192128269081753,0,3단계,0
11305608,번3동,CS300021,문구,-0.15316531277728293,1,4단계,1
11305608,번3동,CS300022,화장품,-0.2109740647311607,1,3단계,1
11305615,수유1동,CS100001,한식음식점,-0.15904100611665872,1,4단계,1
11305615,수유1동,CS100002,중식음식점,-0.3735737783815236,0,2단계,0
11305615,수유1동,CS100004,양식음식점,-0.42179180491671114,0,1단계,0
11305615,수유1동,CS100005,제과점,-0.388380150297796,0,1단계,0
11305615,수유1동,CS100006,패스트푸드점,-0.007948509320202414,1,5단계,1
11305615,수유1동,CS100007,치킨전문점,-0.43789057372795404,0,1단계,0
