행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,110세이상 남자,110세이상 여자,age_0_9_male,age_0_9_female,age_0_9_total,age_10_19_male,age_10_19_female,age_10_19_total,age_20_29_male,age_20_29_female,age_20_29_total,age_30_39_male,age_30_39_female,age_30_39_total,age_40_49_male,age_40_49_female,age_40_49_total,age_50_59_male,age_50_59_female,age_50_59_total,age_60_200_male,age_60_200_female,age_60_200_total
3011064000,2024-04-30,대전광역시,동구,용전동,20208,10341,9867,0,0,416,415,831,680,689,1369,1918,1990,3908,1696,1213,2909,1534,1299,2833,1741,1571,3312,2356,2690,5046
3011066500,2024-04-30,대전광역시,동구,성남동,10885,5373,5512,0,0,364,303,667,374,397,771,592,510,1102,618,553,1171,783,720,1503,953,905,1858,1689,2124,3813
3011067000,2024-04-30,대전광역시,동구,홍도동,11220,5729,5491,0,0,244,209,453,404,377,781,1086,1033,2119,781,577,1358,789,614,1403,976,905,1881,1449,1776,3225
3011069500,2024-04-30,대전광역시,동구,삼성동,13044,6620,6424,0,0,282,256,538,526,503,1029,695,548,1243,636,542,1178,924,803,1727,1247,1096,2343,2310,2676,4986
3011072500,2024-04-30,대전광역시,동구,대청동,2229,1168,1061,0,0,17,21,38,44,60,104,94,64,158,81,38,119,108,70,178,239,176,415,585,632,1217
3011074000,2024-04-30,대전광역시,동구,산내동,19504,9805,9699,0,0,666,593,1259,1352,1180,2532,956,807,1763,809,785,1594,1600,1691,3291,1802,1583,3385,2620,3060,5680
3014053500,2024-04-30,대전광역시,중구,은행선화동,15613,7962,7651,0,0,466,502,968,497,558,1055,1085,1255,2340,1330,1201,2531,1312,1033,2345,1373,1081,2454,1899,2021,3920
3014055000,2024-04-30,대전광역시,중구,목동,17228,8223,9005,0,0,840,858,1698,1332,1426,2758,927,892,1819,894,1065,1959,1632,1851,3483,1445,1363,2808,1153,1550,2703
3014056000,2024-04-30,대전광역시,중구,중촌동,13655,6636,7019,0,0,457,437,894,538,502,1040,750,685,1435,922,824,1746,989,976,1965,1154,1195,2349,1826,2400,4226
3014057500,2024-04-30,대전광역시,중구,대흥동,13058,6449,6609,0,0,348,275,623,527,482,1009,1066,1296,2362,941,862,1803,972,924,1896,1025,889,1914,1570,1881,3451
3014060500,2024-04-30,대전광역시,중구,문창동,4291,2218,2073,0,0,74,49,123,150,118,268,196,183,379,197,150,347,290,202,492,441,321,762,870,1050,1920
3014062000,2024-04-30,대전광역시,중구,석교동,14699,7417,7282,0,0,264,229,493,472,449,921,802,652,1454,742,582,1324,953,771,1724,1335,1267,2602,2849,3332,6181
3014063000,2024-04-30,대전광역시,중구,대사동,5325,2600,2725,0,0,79,50,129,152,100,252,430,539,969,319,278,597,304,233,537,424,402,826,892,1123,2015
3014064000,2024-04-30,대전광역시,중구,부사동,6336,3192,3144,0,0,129,101,230,202,161,363,327,332,659,353,265,618,426,343,769,580,546,1126,1175,1396,2571
3014065500,2024-04-30,대전광역시,중구,용두동,8955,4360,4595,0,0,167,194,361,279,331,610,780,859,1639,709,630,1339,611,572,1183,750,654,1404,1064,1355,2419
3014067000,2024-04-30,대전광역시,중구,오류동,10279,4775,5504,0,0,261,267,528,333,346,679,627,748,1375,671,660,1331,621,657,1278,856,960,1816,1406,1866,3272
3014068000,2024-04-30,대전광역시,중구,태평1동,12711,6099,6612,0,0,426,420,846,685,692,1377,707,651,1358,597,650,1247,1010,1065,2075,1156,1189,2345,1518,1945,3463
3014069000,2024-04-30,대전광역시,중구,태평2동,24344,11586,12758,0,1,680,667,1347,1394,1337,2731,1414,1226,2640,916,1018,1934,1648,1954,3602,2172,2371,4543,3362,4184,7546
3014070000,2024-04-30,대전광역시,중구,유천1동,5877,3033,2844,0,0,127,107,234,141,123,264,354,309,663,423,318,741,449,335,784,554,477,1031,985,1175,2160
3014071000,2024-04-30,대전광역시,중구,유천2동,13142,6482,6660,0,0,319,312,631,486,427,913,817,778,1595,733,680,1413,880,814,1694,1047,1052,2099,2200,2597,4797
3014072000,2024-04-30,대전광역시,중구,문화1동,20648,9992,10656,0,0,719,622,1341,1299,1202,2501,1320,1259,2579,893,996,1889,1520,1749,3269,1777,1830,3607,2464,2998,5462
3014073000,2024-04-30,대전광역시,중구,문화2동,11681,5644,6037,0,0,204,194,398,481,391,872,634,543,1177,664,508,1172,733,704,1437,1096,1129,2225,1832,2568,4400
3014074000,2024-04-30,대전광역시,중구,산성동,25739,13048,12691,0,0,501,501,1002,1046,947,1993,1477,1138,2615,1251,1004,2255,1711,1574,3285,2523,2447,4970,4539,5080,9619
3017051000,2024-04-30,대전광역시,서구,복수동,21664,10722,10942,0,0,768,779,1547,1425,1396,2821,1410,1240,2650,1107,1070,2177,1772,1963,3735,1968,1924,3892,2272,2570,4842
3017052000,2024-04-30,대전광역시,서구,도마1동,18865,9506,9359,0,0,618,591,1209,637,609,1246,1545,1242,2787,1378,1173,2551,1242,1067,2309,1428,1502,2930,2658,3175,5833
3017053000,2024-04-30,대전광역시,서구,도마2동,16452,8248,8204,0,0,355,287,642,623,593,1216,1179,949,2128,963,762,1725,1054,909,1963,1403,1441,2844,2671,3263,5934
3017053500,2024-04-30,대전광역시,서구,정림동,15242,7379,7863,0,0,393,345,738,701,591,1292,851,736,1587,773,724,1497,974,972,1946,1291,1490,2781,2396,3005,5401
3017054000,2024-04-30,대전광역시,서구,변동,13256,6687,6569,0,0,345,308,653,506,454,960,788,691,1479,878,707,1585,934,845,1779,1187,1129,2316,2049,2435,4484
3017055000,2024-04-30,대전광역시,서구,용문동,11845,5632,6213,0,0,205,250,455,266,248,514,1019,1228,2247,1126,978,2104,834,766,1600,809,908,1717,1373,1835,3208
3017055500,2024-04-30,대전광역시,서구,탄방동,26668,12787,13881,0,0,733,640,1373,1122,1035,2157,2295,2812,5107,2381,2302,4683,1955,2135,4090,2044,2167,4211,2257,2790,5047
3017056000,2024-04-30,대전광역시,서구,괴정동,18679,9140,9539,0,0,417,412,829,611,594,1205,1861,2408,4269,2063,1671,3734,1366,1217,2583,1212,1310,2522,1610,1927,3537
3017057000,2024-04-30,대전광역시,서구,가장동,10895,5259,5636,0,0,305,266,571,471,478,949,659,718,1377,665,559,1224,802,761,1563,901,1019,1920,1456,1835,3291
3017057500,2024-04-30,대전광역시,서구,내동,22745,10925,11820,0,0,691,663,1354,1172,1214,2386,1439,1398,2837,1266,1180,2446,1654,1811,3465,1879,2049,3928,2824,3505,6329
3017058100,2024-04-30,대전광역시,서구,갈마1동,21160,10731,10429,1,0,425,405,830,751,690,1441,2135,2058,4193,1979,1419,3398,1447,1402,2849,1614,1633,3247,2379,2822,5201
3017058200,2024-04-30,대전광역시,서구,갈마2동,24043,12117,11926,0,0,527,496,1023,857,849,1706,2542,2649,5191,2427,1886,4313,1723,1579,3302,1895,2024,3919,2146,2443,4589
3017058600,2024-04-30,대전광역시,서구,월평1동,11272,6102,5170,0,0,162,140,302,267,243,510,1596,1337,2933,1228,799,2027,800,552,1352,887,836,1723,1162,1263,2425
3017058700,2024-04-30,대전광역시,서구,월평2동,13555,6427,7128,0,0,310,291,601,576,563,1139,792,656,1448,727,669,1396,742,844,1586,1119,1331,2450,2161,2774,4935
3017058800,2024-04-30,대전광역시,서구,월평3동,20437,9955,10482,0,0,766,672,1438,1278,1128,2406,1265,972,2237,1175,1272,2447,1378,1657,3035,1673,2012,3685,2420,2769,5189
3017059000,2024-04-30,대전광역시,서구,가수원동,10381,5076,5305,0,0,240,227,467,461,433,894,635,494,1129,561,533,1094,672,638,1310,909,974,1883,1598,2006,3604
3017059300,2024-04-30,대전광역시,서구,도안동,36590,17954,18636,0,0,2537,2450,4987,2556,2450,5006,1933,2111,4044,2738,3112,5850,3757,3939,7696,2447,2417,4864,1986,2157,4143
3017059600,2024-04-30,대전광역시,서구,관저1동,14886,6970,7916,0,0,480,458,938,733,689,1422,1177,1347,2524,933,994,1927,932,1122,2054,1206,1465,2671,1509,1841,3350
3017059700,2024-04-30,대전광역시,서구,관저2동,48420,23536,24884,0,0,2407,2338,4745,2969,2904,5873,3205,3117,6322,3339,3449,6788,4207,4605,8812,4034,4284,8318,3375,4187,7562
3017060000,2024-04-30,대전광역시,서구,기성동,3419,1763,1656,0,0,45,26,71,77,74,151,122,86,208,109,98,207,200,145,345,321,251,572,889,976,1865
3017063000,2024-04-30,대전광역시,서구,둔산1동,16414,8068,8346,0,0,681,652,1333,1716,1569,3285,769,647,1416,514,662,1176,1627,2099,3726,1431,1280,2711,1330,1437,2767
3017064000,2024-04-30,대전광역시,서구,둔산2동,35216,16988,18228,0,0,1399,1286,2685,1872,1763,3635,2434,2595,5029,2743,2746,5489,2491,3012,5503,3002,3484,6486,3047,3342,6389
3017065000,2024-04-30,대전광역시,서구,만년동,12215,6217,5998,0,0,374,363,737,569,515,1084,1296,887,2183,1075,924,1999,778,930,1708,1046,1154,2200,1079,1225,2304
3017066000,2024-04-30,대전광역시,서구,둔산3동,19009,9127,9882,0,0,496,453,949,1437,1264,2701,1180,1046,2226,775,783,1558,1313,1684,2997,1699,1797,3496,2227,2855,5082
3020052000,2024-04-30,대전광역시,유성구,진잠동,25485,13011,12474,0,0,839,769,1608,1224,1087,2311,1726,1402,3128,1726,1403,3129,1983,1856,3839,2457,2472,4929,3056,3485,6541
3020052600,2024-04-30,대전광역시,유성구,학하동,19460,10080,9380,0,0,956,904,1860,760,726,1486,1825,1281,3106,1714,1581,3295,1521,1402,2923,1358,1489,2847,1946,1997,3943
3020052700,2024-04-30,대전광역시,유성구,상대동,25301,12295,13006,0,0,1434,1393,2827,1812,1754,3566,1266,1135,2401,1355,1709,3064,2314,2580,4894,2045,2179,4224,2069,2256,4325
3020053000,2024-04-30,대전광역시,유성구,온천1동,26393,13791,12602,0,0,389,352,741,455,444,899,3151,3211,6362,3200,2317,5517,1773,1338,3111,1974,1841,3815,2849,3099,5948
3020054000,2024-04-30,대전광역시,유성구,온천2동,40649,21396,19253,0,0,1439,1428,2867,1593,1502,3095,5752,4099,9851,3298,2524,5822,2736,2563,5299,2705,2902,5607,3873,4235,8108
3020054600,2024-04-30,대전광역시,유성구,노은1동,21073,10455,10618,0,0,896,808,1704,1454,1359,2813,1314,1261,2575,1560,1451,3011,1791,2008,3799,1765,1756,3521,1675,1975,3650
3020054700,2024-04-30,대전광역시,유성구,노은2동,23529,11511,12018,0,0,873,835,1708,1580,1524,3104,1536,1383,2919,1401,1353,2754,1893,2189,4082,2091,2198,4289,2137,2536,4673
3020054800,2024-04-30,대전광역시,유성구,노은3동,36467,17880,18587,0,0,2023,1884,3907,2379,2269,4648,1808,1661,3469,2397,2587,4984,3466,3729,7195,2791,2986,5777,3016,3471,6487
3020055000,2024-04-30,대전광역시,유성구,신성동,25791,13584,12207,0,0,1262,1153,2415,1429,1200,2629,2214,1947,4161,2987,2189,5176,1990,1981,3971,1835,1793,3628,1867,1944,3811
3020057000,2024-04-30,대전광역시,유성구,전민동,26211,13500,12711,0,0,1127,1036,2163,1447,1394,2841,2149,1678,3827,2512,1932,4444,1918,2021,3939,2045,2221,4266,2302,2429,4731
3020058000,2024-04-30,대전광역시,유성구,구즉동,33283,17059,16224,0,0,1499,1451,2950,1602,1456,3058,2459,2013,4472,3384,2815,6199,2667,2539,5206,2818,2779,5597,2630,3171,5801
3020060000,2024-04-30,대전광역시,유성구,관평동,33829,17265,16564,0,0,1918,1840,3758,2525,2345,4870,2172,1927,4099,2456,2333,4789,3195,3404,6599,2999,2678,5677,2000,2037,4037
3020061000,2024-04-30,대전광역시,유성구,원신흥동,30163,14428,15735,0,0,1793,1564,3357,1564,1464,3028,1499,1595,3094,2600,2800,5400,2648,2852,5500,2027,2364,4391,2297,3096,5393
3023051000,2024-04-30,대전광역시,대덕구,오정동,13902,7258,6644,0,0,229,218,447,497,453,950,1093,1056,2149,822,581,1403,906,693,1599,1369,1097,2466,2342,2546,4888
3023052000,2024-04-30,대전광역시,대덕구,대화동,6385,3328,3057,0,0,104,88,192,225,179,404,350,285,635,391,293,684,484,402,886,670,565,1235,1104,1245,2349
3023052500,2024-04-30,대전광역시,대덕구,회덕동,12509,6414,6095,0,0,295,267,562,474,402,876,664,556,1220,795,599,1394,814,693,1507,1215,1154,2369,2157,2424,4581
3023053300,2024-04-30,대전광역시,대덕구,비래동,15252,7554,7698,0,0,339,307,646,700,617,1317,992,885,1877,794,596,1390,995,1000,1995,1530,1617,3147,2204,2676,4880
3023054300,2024-04-30,대전광역시,대덕구,송촌동,25936,12859,13077,0,0,740,735,1475,1602,1559,3161,1963,1636,3599,1286,1164,2450,1829,2119,3948,2797,2951,5748,2642,2913,5555
3023054600,2024-04-30,대전광역시,대덕구,중리동,18530,9655,8875,0,0,334,321,655,687,604,1291,1445,1186,2631,1214,859,2073,1359,1131,2490,1948,1711,3659,2668,3063,5731
3023055000,2024-04-30,대전광역시,대덕구,신탄진동,15230,7844,7386,0,0,433,461,894,574,486,1060,990,773,1763,1218,965,2183,1080,936,2016,1462,1399,2861,2087,2366,4453
3023056000,2024-04-30,대전광역시,대덕구,석봉동,16140,8272,7868,0,0,837,765,1602,865,781,1646,944,744,1688,1328,1251,2579,1482,1282,2764,1288,1361,2649,1528,1684,3212
3023057000,2024-04-30,대전광역시,대덕구,덕암동,12853,6924,5929,0,0,278,238,516,473,442,915,1073,741,1814,1010,625,1635,903,766,1669,1403,1139,2542,1784,1978,3762
3023058000,2024-04-30,대전광역시,대덕구,목상동,6077,3308,2769,0,0,157,142,299,248,256,504,475,379,854,586,333,919,569,424,993,630,503,1133,643,732,1375
3023060000,2024-04-30,대전광역시,대덕구,법1동,12344,5757,6587,0,0,356,375,731,469,468,937,675,603,1278,758,743,1501,780,754,1534,1054,1313,2367,1665,2331,3996
3023061000,2024-04-30,대전광역시,대덕구,법2동,15038,7316,7722,0,0,383,334,717,657,586,1243,966,750,1716,729,633,1362,872,971,1843,1410,1609,3019,2299,2839,5138
