행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,age_0_9_male,age_0_9_female,age_0_9_total,age_10_19_male,age_10_19_female,age_10_19_total,age_20_29_male,age_20_29_female,age_20_29_total,age_30_39_male,age_30_39_female,age_30_39_total,age_40_49_male,age_40_49_female,age_40_49_total,age_50_59_male,age_50_59_female,age_50_59_total,age_60_200_male,age_60_200_female,age_60_200_total
3014073000,2024-08-31,대전광역시,중구,문화2동,11548,5570,5978,189,182,371,458,395,853,618,514,1132,667,507,1174,690,672,1362,1095,1124,2219,1853,2584,4437
3014074000,2024-08-31,대전광역시,중구,산성동,25486,12934,12552,474,470,944,1035,912,1947,1442,1117,2559,1227,990,2217,1663,1531,3194,2530,2425,4955,4563,5107,9670
3017051000,2024-08-31,대전광역시,서구,복수동,21573,10693,10880,732,737,1469,1420,1399,2819,1434,1235,2669,1080,1051,2131,1730,1934,3664,2010,1928,3938,2287,2596,4883
3017052000,2024-08-31,대전광역시,서구,도마1동,18764,9443,9321,607,583,1190,627,586,1213,1533,1243,2776,1350,1166,2516,1249,1054,2303,1412,1493,2905,2665,3196,5861
3017053000,2024-08-31,대전광역시,서구,도마2동,16289,8146,8143,336,276,612,620,567,1187,1138,938,2076,952,756,1708,1012,888,1900,1401,1434,2835,2687,3284,5971
3017053500,2024-08-31,대전광역시,서구,정림동,15172,7358,7814,398,332,730,694,581,1275,825,720,1545,759,694,1453,976,969,1945,1274,1474,2748,2432,3044,5476
3017054000,2024-08-31,대전광역시,서구,변동,13010,6579,6431,328,293,621,489,440,929,747,669,1416,851,683,1534,927,819,1746,1164,1103,2267,2073,2424,4497
3017055000,2024-08-31,대전광역시,서구,용문동,11747,5603,6144,202,239,441,259,236,495,993,1172,2165,1133,994,2127,812,734,1546,821,920,1741,1383,1849,3232
3017055500,2024-08-31,대전광역시,서구,탄방동,26502,12741,13761,716,604,1320,1109,1045,2154,2255,2709,4964,2405,2285,4690,1924,2119,4043,2049,2178,4227,2283,2821,5104
3017056000,2024-08-31,대전광역시,서구,괴정동,18554,9023,9531,392,389,781,593,589,1182,1793,2408,4201,2051,1691,3742,1361,1186,2547,1218,1313,2531,1615,1955,3570
3017057000,2024-08-31,대전광역시,서구,가장동,10798,5213,5585,290,253,543,464,479,943,644,695,1339,653,553,1206,796,757,1553,895,1001,1896,1471,1847,3318
3017057500,2024-08-31,대전광역시,서구,내동,22556,10820,11736,676,646,1322,1162,1197,2359,1374,1373,2747,1255,1170,2425,1647,1782,3429,1863,2041,3904,2843,3527,6370
3017058100,2024-08-31,대전광역시,서구,갈마1동,21016,10639,10377,412,397,809,729,666,1395,2087,2025,4112,2002,1444,3446,1435,1372,2807,1574,1615,3189,2399,2858,5257
3017058200,2024-08-31,대전광역시,서구,갈마2동,23932,12032,11900,507,501,1008,861,845,1706,2461,2644,5105,2454,1865,4319,1697,1576,3273,1895,2005,3900,2157,2464,4621
3017058600,2024-08-31,대전광역시,서구,월평1동,11104,6033,5071,158,134,292,255,227,482,1582,1297,2879,1227,793,2020,791,538,1329,865,825,1690,1155,1257,2412
3017058700,2024-08-31,대전광역시,서구,월평2동,13510,6399,7111,304,288,592,569,558,1127,771,657,1428,727,662,1389,741,853,1594,1124,1309,2433,2163,2784,4947
3017058800,2024-08-31,대전광역시,서구,월평3동,20214,9839,10375,745,648,1393,1246,1110,2356,1238,942,2180,1155,1252,2407,1371,1621,2992,1658,1978,3636,2426,2824,5250
3017059000,2024-08-31,대전광역시,서구,가수원동,10306,5039,5267,234,226,460,441,431,872,614,490,1104,579,518,1097,660,627,1287,887,944,1831,1624,2031,3655
3017059300,2024-08-31,대전광역시,서구,도안동,36535,17880,18655,2468,2392,4860,2585,2473,5058,1917,2125,4042,2677,3070,5747,3735,3921,7656,2484,2487,4971,2014,2187,4201
3017059600,2024-08-31,대전광역시,서구,관저1동,14816,6929,7887,466,431,897,729,664,1393,1149,1358,2507,938,972,1910,928,1110,2038,1184,1470,2654,1535,1882,3417
3017059700,2024-08-31,대전광역시,서구,관저2동,48193,23468,24725,2315,2235,4550,3004,2908,5912,3185,3085,6270,3293,3385,6678,4182,4549,8731,4051,4305,8356,3438,4258,7696
3017060000,2024-08-31,대전광역시,서구,기성동,3393,1750,1643,38,27,65,76,69,145,116,84,200,116,97,213,186,142,328,322,249,571,896,975,1871
3017063000,2024-08-31,대전광역시,서구,둔산1동,16369,8075,8294,662,653,1315,1713,1537,3250,781,639,1420,514,645,1159,1618,2066,3684,1453,1314,2767,1334,1440,2774
3017064000,2024-08-31,대전광역시,서구,둔산2동,35060,16870,18190,1355,1249,2604,1855,1750,3605,2398,2547,4945,2740,2790,5530,2461,2980,5441,3002,3481,6483,3059,3393,6452
3017065000,2024-08-31,대전광역시,서구,만년동,12146,6175,5971,367,363,730,571,503,1074,1265,877,2142,1085,925,2010,744,905,1649,1040,1142,2182,1103,1256,2359
3017066000,2024-08-31,대전광역시,서구,둔산3동,18871,9049,9822,470,442,912,1418,1265,2683,1163,1034,2197,763,762,1525,1297,1675,2972,1678,1785,3463,2260,2858,5118
3020052000,2024-08-31,대전광역시,유성구,진잠동,25383,12915,12468,814,736,1550,1208,1088,2296,1692,1405,3097,1719,1402,3121,1925,1841,3766,2467,2466,4933,3090,3530,6620
3020052600,2024-08-31,대전광역시,유성구,학하동,19505,10119,9386,945,882,1827,749,725,1474,1858,1295,3153,1703,1574,3277,1539,1406,2945,1349,1477,2826,1976,2027,4003
3020052700,2024-08-31,대전광역시,유성구,상대동,25090,12189,12901,1390,1339,2729,1819,1753,3572,1230,1112,2342,1304,1678,2982,2284,2561,4845,2062,2177,4239,2100,2281,4381
3020053000,2024-08-31,대전광역시,유성구,온천1동,26695,13861,12834,370,347,717,442,434,876,3213,3342,6555,3236,2381,5617,1757,1299,3056,1945,1852,3797,2898,3179,6077
3020054000,2024-08-31,대전광역시,유성구,온천2동,40524,21359,19165,1411,1402,2813,1585,1482,3067,5730,4078,9808,3292,2523,5815,2722,2519,5241,2701,2876,5577,3918,4285,8203
3020054600,2024-08-31,대전광역시,유성구,노은1동,20991,10432,10559,857,801,1658,1451,1327,2778,1311,1269,2580,1583,1448,3031,1737,1971,3708,1780,1756,3536,1713,1987,3700
3020054700,2024-08-31,대전광역시,유성구,노은2동,23419,11469,11950,862,814,1676,1570,1499,3069,1524,1366,2890,1402,1359,2761,1847,2145,3992,2089,2216,4305,2175,2551,4726
3020054800,2024-08-31,대전광역시,유성구,노은3동,36330,17799,18531,1966,1835,3801,2382,2279,4661,1784,1635,3419,2381,2564,4945,3428,3678,7106,2805,3018,5823,3053,3522,6575
3020055000,2024-08-31,대전광역시,유성구,신성동,25509,13445,12064,1228,1118,2346,1400,1194,2594,2205,1892,4097,2956,2184,5140,1956,1906,3862,1820,1785,3605,1880,1985,3865
3020057000,2024-08-31,대전광역시,유성구,전민동,25848,13326,12522,1122,1004,2126,1429,1372,2801,2098,1619,3717,2447,1906,4353,1909,1981,3890,2008,2190,4198,2313,2450,4763
3020058000,2024-08-31,대전광역시,유성구,구즉동,32852,16810,16042,1445,1406,2851,1555,1451,3006,2399,1930,4329,3335,2802,6137,2624,2467,5091,2770,2774,5544,2682,3212,5894
3020060000,2024-08-31,대전광역시,유성구,관평동,37090,18942,18148,2066,1984,4050,2612,2438,5050,2404,2154,4558,3101,2845,5946,3371,3542,6913,3220,2948,6168,2168,2237,4405
3020061000,2024-08-31,대전광역시,유성구,원신흥동,30086,14384,15702,1766,1525,3291,1574,1475,3049,1480,1591,3071,2530,2742,5272,2640,2858,5498,2044,2369,4413,2350,3142,5492
3023051000,2024-08-31,대전광역시,대덕구,오정동,13719,7147,6572,215,211,426,476,438,914,1073,1051,2124,812,569,1381,882,672,1554,1340,1069,2409,2349,2562,4911
3023052000,2024-08-31,대전광역시,대덕구,대화동,6266,3282,2984,101,84,185,220,168,388,344,281,625,388,277,665,471,389,860,663,551,1214,1095,1234,2329
3023052500,2024-08-31,대전광역시,대덕구,회덕동,12815,6530,6285,314,286,600,460,403,863,657,590,1247,876,640,1516,820,707,1527,1219,1193,2412,2184,2466,4650
3023053300,2024-08-31,대전광역시,대덕구,비래동,15091,7478,7613,322,280,602,683,616,1299,977,856,1833,779,590,1369,972,963,1935,1516,1622,3138,2229,2686,4915
3023054300,2024-08-31,대전광역시,대덕구,송촌동,25674,12712,12962,713,720,1433,1577,1536,3113,1884,1591,3475,1284,1148,2432,1777,2080,3857,2791,2931,5722,2686,2956,5642
3023054600,2024-08-31,대전광역시,대덕구,중리동,18319,9601,8718,308,299,607,667,570,1237,1404,1136,2540,1225,835,2060,1329,1097,2426,1939,1682,3621,2729,3099,5828
3023055000,2024-08-31,대전광역시,대덕구,신탄진동,15770,8107,7663,465,489,954,579,496,1075,1014,778,1792,1287,1031,2318,1091,978,2069,1525,1461,2986,2146,2430,4576
3023056000,2024-08-31,대전광역시,대덕구,석봉동,16015,8190,7825,809,755,1564,879,796,1675,914,737,1651,1296,1204,2500,1470,1287,2757,1275,1327,2602,1547,1719,3266
3023057000,2024-08-31,대전광역시,대덕구,덕암동,12728,6852,5876,261,242,503,453,419,872,1036,731,1767,1002,611,1613,889,748,1637,1400,1127,2527,1811,1998,3809
3023058000,2024-08-31,대전광역시,대덕구,목상동,6002,3269,2733,147,131,278,243,251,494,460,368,828,575,335,910,567,414,981,625,496,1121,652,738,1390
3023060000,2024-08-31,대전광역시,대덕구,법1동,12240,5719,6521,354,369,723,455,452,907,655,572,1227,757,738,1495,769,742,1511,1049,1296,2345,1680,2352,4032
3023061000,2024-08-31,대전광역시,대덕구,법2동,14895,7217,7678,361,321,682,636,566,1202,951,731,1682,722,633,1355,846,939,1785,1381,1606,2987,2320,2882,5202
