행정동_코드,상관_위험도점수,예측_위험도
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620735,0.9900365607491607,0.9900365607491607
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620745,1.0146329826988953,1.0146329826988978
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620765,1.0171818191334887,1.0171818191334872
11620775,0.9908163557824967,0.9908163557824982
11620775,0.9908163557824967,0.9908163557824982
11620775,0.9908163557824967,0.9908163557824982
11620775,0.9908163557824967,0.9908163557824982
11620775,0.9908163557824967,0.9908163557824982
11620775,0.9908163557824967,0.9908163557824982
11620775,0.9908163557824967,0.9908163557824982
